ID,GROUP,DATE,AGE,Gender,MEMORIZATION,GRIT,TEAMWORK,DISCIPLINE,SELF ESTEEM,CREATIVITY,LANGUAGE

121,A,12/16/2015,16,1,,,,,,,

201,B,12/16/2015,14,1,7,6,6,6,6,7,6

202,B,12/16/2015,14,1,,,,,,,

203,B,12/16/2015,12,1,,,,,,,

204,B,12/16/2015,16,1,7,6,6,7,6,5,6

205,B,12/16/2015,9,1,7,6,6,6,7,6,6

206,B,12/16/2015,12,1,,,,,,,

207,B,12/16/2015,12,1,,,,,,,

208,B,12/16/2015,11,1,,,,,,,

209,B,12/16/2015,12,1,,,,,,,

210,B,12/16/2015,9,1,6,5,5,6,5,6,3

211,B,12/16/2015,13,1,,,,,,,

212,B,12/16/2015,9,1,5,4,5,4,4,3,3

213,B,12/16/2015,10,1,6,6,4,4,6,4,4

214,B,12/16/2015,12,1,,,,,,,

215,B,12/16/2015,10,1,4,3,3,3,2,3,2

216,B,12/16/2015,12,1,,,,,,,

217,B,12/16/2015,12,1,,,,,,,

302,B,12/16/2015,15,1,6,6,5,5,6,5,4

218,B,12/16/2015,14,1,6,6,5,5,6,5,5

301,C,12/16/2015,15,1,6,7,7,4,6,7,7

303,C,12/16/2015,15,1,,,,,,,

304,C,12/16/2015,17,1,4,5,3,3,3,4,3

305,C,12/16/2015,15,1,6,7,5,4,6,7,6

306,C,12/16/2015,17,1,5,5,5,5,4,3,5

307,C,12/16/2015,15,1,5,5,4,5,4,4,4

308,C,12/16/2015,15,1,4,5,4,5,4,4,4

309,C,12/16/2015,14,1,5,5,6,5,4,4,4

310,C,12/16/2015,15,1,5,7,3,5,6,5,5

311,C,12/16/2015,14,1,5,5,5,4,4,4,4

312,C,12/16/2015,15,1,6,5,6,5,6,4,6

313,C,12/16/2015,17,1,6,6,6,6,6,5,6

314,C,12/16/2015,15,1,,,,,,,

315,C,12/16/2015,17,1,6,6,6,6,6,5,7

101,A,12/21/2015,14,1,,,,,,,

102,A,12/21/2015,18,1,7,7,7,7,7,7,5

103,A,12/21/2015,14,1,5,6,6,6,6,3,4

104,A,12/21/2015,16,1,,,,,,,

105,A,12/21/2015,14,1,6,6,6,6,6,5,5

106,A,12/21/2015,16,1,6,6,6,7,6,6,5

107,A,12/21/2015,15,1,6,6,6,6,6,6,5

108,A,12/21/2015,12,1,7,7,6,6,6,6,7

109,A,12/21/2015,16,1,6,7,7,7,7,7,6

110,A,12/21/2015,16,1,,,,,,,

111,A,12/21/2015,10,1,,,,,,,

112,A,12/21/2015,16,1,,,,,,,

113,A,12/21/2015,14,1,7,7,6,6,6,6,6

114,A,12/21/2015,14,1,,,,,,,

115,A,12/21/2015,16,1,6,6,6,7,6,5,6

116,A,12/21/2015,13,1,,,,,,,

117,A,12/21/2015,18,1,5,6,6,6,6,5,4

118,A,12/21/2015,14,1,5,6,6,7,6,6,6

119,A,12/21/2015,16,1,6,6,6,6,6,5,4

120,A,12/21/2015,14,1,7,7,7,7,7,7,6

121,A,12/21/2015,16,1,,,,,,,

201,B,12/21/2015,14,1,7,7,6,6,6,7,6

202,B,12/21/2015,14,1,,,,,,,

203,B,12/21/2015,12,1,,,,,,,

204,B,12/21/2015,16,1,6,7,6,6,6,5,5

205,B,12/21/2015,9,1,6,6,5,6,5,5,5

206,B,12/21/2015,12,1,,,,,,,

207,B,12/21/2015,12,1,,,,,,,

208,B,12/21/2015,11,1,4,5,5,6,5,5,5

209,B,12/21/2015,12,1,,,,,,,

210,B,12/21/2015,9,1,5,5,5,6,5,5,5

211,B,12/21/2015,13,1,,,,,,,

212,B,12/21/2015,9,1,5,5,5,6,5,5,4

213,B,12/21/2015,10,1,5,5,5,6,5,5,5

214,B,12/21/2015,12,1,,,,,,,

215,B,12/21/2015,10,1,3,5,5,5,3,4,2

216,B,12/21/2015,12,1,,,,,,,

217,B,12/21/2015,12,1,,,,,,,

302,B,12/21/2015,15,1,5,5,6,6,5,5,5

218,B,12/21/2015,14,1,5,6,6,6,5,5,5

301,C,12/21/2015,15,1,7,7,7,6,6,6,7

303,C,12/21/2015,15,1,,,,,,,

304,C,12/21/2015,17,1,,,,,,,

305,C,12/21/2015,15,1,6,6,6,6,5,5,6

306,C,12/21/2015,17,1,5,6,6,6,5,5,5

307,C,12/21/2015,15,1,6,5,6,6,5,5,5

308,C,12/21/2015,15,1,,,,,,,

309,C,12/21/2015,14,1,5,6,6,6,5,5,5

310,C,12/21/2015,15,1,5,5,6,6,3,3,4

311,C,12/21/2015,14,1,5,6,6,6,5,5,5

312,C,12/21/2015,15,1,5,5,6,6,5,5,6

313,C,12/21/2015,17,1,5,6,6,6,5,5,5

314,C,12/21/2015,15,1,,,,,,,

315,C,12/21/2015,17,1,,,,,,,

101,A,12/23/2015,14,1,5,6,6,5,5,5,5

102,A,12/23/2015,18,1,7,7,7,7,7,7,6

103,A,12/23/2015,14,1,5,6,6,5,5,5,5

104,A,12/23/2015,16,1,,,,,,,

105,A,12/23/2015,14,1,6,6,6,5,5,4,5

106,A,12/23/2015,16,1,,,,,,,

107,A,12/23/2015,15,1,,,,,,,

108,A,12/23/2015,12,1,7,7,7,5,7,7,7

109,A,12/23/2015,16,1,7,7,7,6,7,7,6

110,A,12/23/2015,16,1,,,,,,,

111,A,12/23/2015,10,1,,,,,,,

112,A,12/23/2015,16,1,,,,,,,

113,A,12/23/2015,14,1,7,7,7,7,7,7,7

114,A,12/23/2015,14,1,,,,,,,

115,A,12/23/2015,16,1,6,7,7,6,5,6,6

116,A,12/23/2015,13,1,,,,,,,

117,A,12/23/2015,18,1,6,7,7,5,6,6,6

118,A,12/23/2015,14,1,6,7,7,5,6,5,6

119,A,12/23/2015,16,1,6,5,5,5,5,6,5

120,A,12/23/2015,14,1,7,7,7,7,7,7,7

121,A,12/23/2015,16,1,,,,,,,

201,B,12/23/2015,14,1,7,7,7,6,6,6,6

202,B,12/23/2015,14,1,,,,,,,

203,B,12/23/2015,12,1,,,,,,,

204,B,12/23/2015,16,1,6,7,7,7,6,6,6

205,B,12/23/2015,9,1,6,6,6,6,6,5,6

206,B,12/23/2015,12,1,,,,,,,

207,B,12/23/2015,12,1,,,,,,,

208,B,12/23/2015,11,1,4,5,5,4,4,3,3

209,B,12/23/2015,12,1,,,,,,,

210,B,12/23/2015,9,1,6,6,6,6,6,6,5

211,B,12/23/2015,13,1,5,5,5,4,6,5,5

212,B,12/23/2015,9,1,6,5,6,6,6,5,6

213,B,12/23/2015,10,1,5,6,5,6,6,5,6

214,B,12/23/2015,12,1,,,,,,,

215,B,12/23/2015,10,1,4,5,5,6,4,3,4

216,B,12/23/2015,12,1,,,,,,,

217,B,12/23/2015,12,1,,,,,,,

302,B,12/23/2015,15,1,6,6,6,6,6,5,5

218,B,12/23/2015,14,1,6,6,6,6,6,6,6

301,C,12/23/2015,15,1,7,7,7,6,7,6,7

303,C,12/23/2015,15,1,,,,,,,

304,C,12/23/2015,17,1,,,,,,,

305,C,12/23/2015,15,1,6,7,7,6,6,6,6

306,C,12/23/2015,17,1,6,6,5,5,4,4,4

307,C,12/23/2015,15,1,5,5,5,4,5,5,5

308,C,12/23/2015,15,1,,,,,,,

309,C,12/23/2015,14,1,5,5,4,5,5,5,6

310,C,12/23/2015,15,1,6,6,5,5,5,5,5

311,C,12/23/2015,14,1,5,5,5,4,5,4,5

312,C,12/23/2015,15,1,6,5,5,5,5,5,6

313,C,12/23/2015,17,1,6,6,6,4,5,6,6

314,C,12/23/2015,15,1,5,5,5,3,4,4,5

315,C,12/23/2015,17,1,6,5,5,6,6,6,7

401,D,12/21/2015,14,1,,,,,,,

402,D,12/21/2015,16,1,6,6,5,6,5,5,6

403,D,12/21/2015,13,1,,,,,,,

404,D,12/21/2015,12,1,6,6,5,5,5,5,5

405,D,12/21/2015,15,1,5,6,5,5,4,5,4

406,D,12/21/2015,15,1,6,7,5,6,4,6,6

407,D,12/21/2015,14,1,5,6,5,5,4,5,5

408,D,12/21/2015,18,1,,,,,,,

409,D,12/21/2015,15,1,5,5,4,5,4,5,5

410,D,12/21/2015,15,1,6,5,5,5,5,5,6

411,D,12/21/2015,9,1,5,5,5,5,4,5,4

412,D,12/21/2015,17,1,,,,,,,

413,D,12/21/2015,18,1,,,,,,,

414,D,12/21/2015,14,1,5,5,5,5,4,5,4

415,D,12/21/2015,18,1,6,5,5,5,5,5,5

416,D,12/21/2015,16,1,,,,,,,

417,D,12/21/2015,14,1,,,,,,,

501,E,12/5/2015,14,2,5,6,5,5,5,5,5

502,E,12/5/2015,14,2,5,5,5,5,5,5,4

503,E,12/5/2015,15,2,5,5,5,5,4,6,5

504,E,12/5/2015,16,2,6,6,5,6,5,5,5

505,E,12/5/2015,14,2,5,5,5,5,4,4,4

506,E,12/5/2015,14,2,5,5,5,5,5,6,4

507,E,12/5/2015,15,2,4,5,4,5,4,5,5

508,E,12/5/2015,15,2,,,,,,,

516,E,12/5/2015,15,2,5,6,5,5,5,6,5

509,E,12/5/2015,15,2,5,5,5,5,5,6,5

510,E,12/5/2015,13,2,4,5,5,5,3,4,3

511,E,12/5/2015,14,2,4,5,5,4,4,4,5

512,E,12/5/2015,15,2,4,5,5,5,3,3,3

514,E,12/5/2015,11,2,5,6,2,4,4,4,4

515,E,12/5/2015,13,2,5,5,5,5,4,4,4

501,E,12/12/2015,14,2,6,6,5,5,5,5,6

502,E,12/12/2015,14,2,6,5,5,5,5,5,4

503,E,12/12/2015,15,2,5,5,5,5,4,6,5

504,E,12/12/2015,16,2,6,6,5,6,5,5,5

505,E,12/12/2015,14,2,5,5,5,5,4,4,4

506,E,12/12/2015,14,2,5,5,5,5,5,6,4

507,E,12/12/2015,15,2,5,5,5,5,5,5,5

508,E,12/12/2015,15,2,,,,,,,

516,E,12/12/2015,15,2,5,6,5,5,5,6,5

509,E,12/12/2015,15,2,5,5,5,5,5,6,5

510,E,12/12/2015,13,2,4,5,5,5,3,4,3

511,E,12/12/2015,14,2,5,5,5,4,4,5,5

512,E,12/12/2015,15,2,4,5,5,5,3,4,3

514,E,12/12/2015,11,2,5,6,4,4,4,5,5

515,E,12/12/2015,13,2,6,4,5,5,4,4,4

501,E,12/19/2015,14,2,6,6,5,6,6,5,5

502,E,12/19/2015,14,2,6,5,5,5,4,5,5

503,E,12/19/2015,15,2,6,5,5,6,5,4,5

504,E,12/19/2015,16,2,7,6,5,5,5,5,6

505,E,12/19/2015,14,2,6,5,5,6,4,4,5

506,E,12/19/2015,14,2,6,6,5,4,5,5,4

507,E,12/19/2015,15,2,6,6,5,5,5,5,

508,E,12/19/2015,15,2,5,5,4,5,4,3,4

516,E,12/19/2015,15,2,6,5,6,5,5,4,5

509,E,12/19/2015,15,2,5,5,5,5,4,4,5

510,E,12/19/2015,13,2,4,5,4,5,3,3,3

511,E,12/19/2015,14,2,5,5,4,4,4,5,5

512,E,12/19/2015,15,2,4,5,4,5,3,3,5

514,E,12/19/2015,11,2,5,5,5,5,5,5,4

515,E,12/19/2015,13,2,5,4,5,4,4,4,5

501,E,12/26/2015,14,2,7,6,5,6,5,5,6

502,E,12/26/2015,14,2,7,6,5,5,4,4,5

503,E,12/26/2015,15,2,7,6,5,5,5,5,5

504,E,12/26/2015,16,2,7,6,5,6,5,5,6

505,E,12/26/2015,14,2,6,5,5,5,4,4,5

506,E,12/26/2015,14,2,5,5,5,5,4,3,4

507,E,12/26/2015,15,2,6,5,5,5,4,4,4

508,E,12/26/2015,15,2,,,,,,,

516,E,12/26/2015,15,2,5,5,5,4,4,4,5

509,E,12/26/2015,15,2,5,5,5,6,4,5,6

510,E,12/26/2015,13,2,4,5,5,6,3,3,3

511,E,12/26/2015,14,2,5,5,5,4,3,3,3

512,E,12/26/2015,15,2,,,,,,,

514,E,12/26/2015,11,2,5,5,5,4,3,4,5

515,E,12/26/2015,13,2,5,5,5,6,3,3,4

101,A,1/11/2016,14,1,,,,,,,

102,A,1/11/2016,18,1,,,,,,,

103,A,1/11/2016,14,1,,,,,,,

104,A,1/11/2016,16,1,,,,,,,

105,A,1/11/2016,14,1,,,,,,,

106,A,1/11/2016,16,1,,,,,,,

107,A,1/11/2016,15,1,,,,,,,

108,A,1/11/2016,12,1,,,,,,,

109,A,1/11/2016,16,1,,,,,,,

110,A,1/11/2016,16,1,,,,,,,

111,A,1/11/2016,10,1,,,,,,,

112,A,1/11/2016,16,1,,,,,,,

113,A,1/11/2016,14,1,,,,,,,

114,A,1/11/2016,14,1,,,,,,,

115,A,1/11/2016,16,1,,,,,,,

116,A,1/11/2016,13,1,,,,,,,

117,A,1/11/2016,18,1,,,,,,,

118,A,1/11/2016,14,1,,,,,,,

119,A,1/11/2016,16,1,,,,,,,

120,A,1/11/2016,14,1,,,,,,,

121,A,1/11/2016,16,1,,,,,,,

201,B,1/11/2016,14,1,7,6,5,6,6,7,6

202,B,1/11/2016,14,1,,,,,,,

203,B,1/11/2016,12,1,,,,,,,

204,B,1/11/2016,16,1,7,6,5,6,5,7,6

205,B,1/11/2016,9,1,7,6,5,5,6,7,6

206,B,1/11/2016,12,1,,,,,,,

207,B,1/11/2016,12,1,4,3,4,5,4,3,2

208,B,1/11/2016,11,1,4,3,3,2,3,4,3

209,B,1/11/2016,12,1,,,,,,,

210,B,1/11/2016,9,1,,,,,,,

211,B,1/11/2016,13,1,,,,,,,

212,B,1/11/2016,9,1,6,5,4,3,4,3,3

213,B,1/11/2016,10,1,6,5,5,3,3,5,4

214,B,1/11/2016,12,1,,,,,,,

215,B,1/11/2016,10,1,,,,,,,

216,B,1/11/2016,12,1,,,,,,,

217,B,1/11/2016,12,1,,,,,,,

302,B,1/11/2016,15,1,,,,,,,

218,B,1/11/2016,14,1,6,6,5,5,5,5,6

301,C,1/11/2016,15,1,7,7,6,5,6,5,7

303,C,1/11/2016,15,1,,,,,,,

304,C,1/11/2016,17,1,,,,,,,

305,C,1/11/2016,15,1,7,6,6,5,6,5,6

306,C,1/11/2016,17,1,7,6,5,6,5,4,5

307,C,1/11/2016,15,1,6,5,5,5,4,4,5

308,C,1/11/2016,15,1,5,5,5,4,5,4,5

309,C,1/11/2016,14,1,6,5,5,4,5,5,5

310,C,1/11/2016,15,1,6,6,5,5,5,5,5

311,C,1/11/2016,14,1,5,4,5,5,4,4,5

312,C,1/11/2016,15,1,6,6,5,6,5,5,6

313,C,1/11/2016,17,1,6,6,5,5,5,5,6

314,C,1/11/2016,15,1,5,5,4,4,5,5,5

315,C,1/11/2016,17,1,7,6,5,5,6,5,7

401,D,1/11/2016,14,1,,,,,,,

402,D,1/11/2016,16,1,6,6,6,6,6,4,5

403,D,1/11/2016,13,1,,,,,,,

404,D,1/11/2016,12,1,5,6,5,5,5,5,4

405,D,1/11/2016,15,1,,,,,,,

406,D,1/11/2016,15,1,,,,,,,

407,D,1/11/2016,14,1,5,2,4,4,4,5,5

408,D,1/11/2016,18,1,4,5,5,5,5,4,3

409,D,1/11/2016,15,1,5,5,5,5,4,4,4

410,D,1/11/2016,15,1,6,6,5,5,6,4,5

411,D,1/11/2016,9,1,4,5,4,4,4,4,4

412,D,1/11/2016,17,1,4,5,4,4,4,5,3

413,D,1/11/2016,18,1,5,5,5,5,4,4,4

414,D,1/11/2016,14,1,5,5,4,5,5,4,4

415,D,1/11/2016,18,1,6,6,6,6,6,5,5

416,D,1/11/2016,16,1,4,5,4,4,4,4,4

417,D,1/11/2016,14,1,,,,,,,

101,A,1/13/2016,14,,,,,,,,

102,A,1/13/2016,18,,,,,,,,

103,A,1/13/2016,14,,,,,,,,

104,A,1/13/2016,16,,,,,,,,

105,A,1/13/2016,14,,,,,,,,

106,A,1/13/2016,16,,,,,,,,

107,A,1/13/2016,15,,,,,,,,

108,A,1/13/2016,12,,,,,,,,

109,A,1/13/2016,16,,,,,,,,

110,A,1/13/2016,16,,,,,,,,

111,A,1/13/2016,10,,,,,,,,

112,A,1/13/2016,16,,,,,,,,

113,A,1/13/2016,14,,,,,,,,

114,A,1/13/2016,14,,,,,,,,

115,A,1/13/2016,16,,,,,,,,

116,A,1/13/2016,13,,,,,,,,

117,A,1/13/2016,18,,,,,,,,

118,A,1/13/2016,14,,,,,,,,

119,A,1/13/2016,16,,,,,,,,

120,A,1/13/2016,14,,,,,,,,

121,A,1/13/2016,16,,,,,,,,

201,B,1/13/2016,14,1,6,7,6,6,6,7,6

202,B,1/13/2016,14,1,,,,,,,

203,B,1/13/2016,12,1,,,,,,,

204,B,1/13/2016,16,1,6,7,6,6,6,7,6

205,B,1/13/2016,9,1,6,6,5,5,6,4,6

206,B,1/13/2016,12,1,,,,,,,

207,B,1/13/2016,12,1,4,5,5,5,4,4,3

208,B,1/13/2016,11,1,,,,,,,

209,B,1/13/2016,12,1,,,,,,,

210,B,1/13/2016,9,1,,,,,,,

211,B,1/13/2016,13,1,4,5,3,3,4,4,4

212,B,1/13/2016,9,1,4,5,5,4,4,4,4

213,B,1/13/2016,10,1,5,5,4,3,5,4,4

214,B,1/13/2016,12,1,,,,,,,

215,B,1/13/2016,10,1,3,5,4,4,2,2,3

216,B,1/13/2016,12,1,,,,,,,

217,B,1/13/2016,12,1,,,,,,,

302,B,1/13/2016,15,1,,,,,,,

218,B,1/13/2016,14,1,5,5,5,5,6,4,6

301,C,1/13/2016,15,1,7,7,6,5,6,6,7

303,C,1/13/2016,15,1,,,,,,,

304,C,1/13/2016,17,1,,,,,,,

305,C,1/13/2016,15,1,6,6,6,5,5,5,6

306,C,1/13/2016,17,1,6,6,6,7,4,5,5

307,C,1/13/2016,15,1,5,5,5,5,5,4,6

308,C,1/13/2016,15,1,5,5,5,5,4,4,5

309,C,1/13/2016,14,1,6,5,5,4,4,4,5

310,C,1/13/2016,15,1,6,6,5,5,4,4,5

311,C,1/13/2016,14,1,6,5,5,5,4,5,5

312,C,1/13/2016,15,1,6,6,6,5,5,5,6

313,C,1/13/2016,17,1,6,6,6,5,5,5,5

314,C,1/13/2016,15,1,,,,,,,

315,C,1/13/2016,17,1,6,6,5,5,5,5,7

401,D,1/13/2016,14,1,7,5,5,5,6,6,7

402,D,1/13/2016,16,1,6,5,6,6,5,4,4

403,D,1/13/2016,13,1,6,5,5,3,4,4,3

404,D,1/13/2016,12,1,5,4,5,5,5,5,3

405,D,1/13/2016,15,1,,,,,,,

406,D,1/13/2016,15,1,5,5,6,4,5,6,3

407,D,1/13/2016,14,1,6,5,5,5,5,4,4

408,D,1/13/2016,18,1,5,4,5,5,4,4,3

409,D,1/13/2016,15,1,5,4,5,4,4,4,3

410,D,1/13/2016,15,1,5,4,5,5,5,4,4

411,D,1/13/2016,9,1,5,,,,,,

412,D,1/13/2016,17,1,5,4,4,5,4,4,3

413,D,1/13/2016,18,1,5,4,5,4,4,4,3

414,D,1/13/2016,14,1,5,4,5,5,5,5,3

415,D,1/13/2016,18,1,5,4,5,5,5,5,4

416,D,1/13/2016,16,1,,,,,,,

417,D,1/13/2016,14,1,,,,,,,

101,A,1/15/2016,14,,,,,,,,

102,A,1/15/2016,18,,,,,,,,

103,A,1/15/2016,14,,,,,,,,

104,A,1/15/2016,16,,,,,,,,

105,A,1/15/2016,14,,,,,,,,

106,A,1/15/2016,16,,,,,,,,

107,A,1/15/2016,15,,,,,,,,

108,A,1/15/2016,12,,,,,,,,

109,A,1/15/2016,16,,,,,,,,

110,A,1/15/2016,16,,,,,,,,

111,A,1/15/2016,10,,,,,,,,

112,A,1/15/2016,16,,,,,,,,

113,A,1/15/2016,14,,,,,,,,

114,A,1/15/2016,14,,,,,,,,

115,A,1/15/2016,16,,,,,,,,

116,A,1/15/2016,13,,,,,,,,

117,A,1/15/2016,18,,,,,,,,

118,A,1/15/2016,14,,,,,,,,

119,A,1/15/2016,16,,,,,,,,

120,A,1/15/2016,14,,,,,,,,

121,A,1/15/2016,16,,,,,,,,

201,B,1/15/2016,14,1,6,7,6,5,6,7,5

202,B,1/15/2016,14,1,,,,,,,

203,B,1/15/2016,12,1,,,,,,,

204,B,1/15/2016,16,1,6,6,6,6,5,7,5

205,B,1/15/2016,9,1,6,5,5,5,6,5,6

206,B,1/15/2016,12,1,,,,,,,

207,B,1/15/2016,12,1,,,,,,,

208,B,1/15/2016,11,1,4,4,4,3,4,3,4

209,B,1/15/2016,12,1,,,,,,,

210,B,1/15/2016,9,1,,,,,,,

211,B,1/15/2016,13,1,,,,,,,

212,B,1/15/2016,9,1,4,5,5,4,4,5,4

213,B,1/15/2016,10,1,5,5,4,3,6,5,5

214,B,1/15/2016,12,1,,,,,,,

215,B,1/15/2016,10,1,4,4,4,3,4,4,3

216,B,1/15/2016,12,1,,,,,,,

217,B,1/15/2016,12,1,,,,,,,

302,B,1/15/2016,15,1,,,,,,,

218,B,1/15/2016,14,1,4,5,5,5,6,5,6

301,C,1/15/2016,15,1,6,7,1,4,6,6,7

303,C,1/15/2016,15,1,,,,,,,

304,C,1/15/2016,17,1,,,,,,,

305,C,1/15/2016,15,1,6,5,3,4,6,6,6

306,C,1/15/2016,17,1,5,5,4,5,6,4,5

307,C,1/15/2016,15,1,5,5,4,5,4,4,6

308,C,1/15/2016,15,1,4,5,4,5,4,4,4

309,C,1/15/2016,14,1,5,5,6,4,6,4,6

310,C,1/15/2016,15,1,5,6,5,5,5,5,5

311,C,1/15/2016,14,1,5,5,5,5,4,4,6

312,C,1/15/2016,15,1,5,5,3,5,6,4,6

313,C,1/15/2016,17,1,6,6,6,4,6,5,6

314,C,1/15/2016,15,1,,,,,,,

315,C,1/15/2016,17,1,5,5,6,6,6,5,7

401,D,1/15/2016,14,1,5,5,6,4,5,5,7

402,D,1/15/2016,16,1,6,6,6,6,6,4,5

403,D,1/15/2016,13,1,4,5,4,4,3,4,3

404,D,1/15/2016,12,1,5,6,5,5,5,5,4

405,D,1/15/2016,15,1,,,,,,,

406,D,1/15/2016,15,1,,,,,,,

407,D,1/15/2016,14,1,5,4,4,3,3,4,5

408,D,1/15/2016,18,1,4,5,4,5,3,4,4

409,D,1/15/2016,15,1,5,5,5,5,5,4,4

410,D,1/15/2016,15,1,6,6,5,5,5,5,5

411,D,1/15/2016,9,1,5,5,4,5,5,4,4

412,D,1/15/2016,17,1,,,,,,,

413,D,1/15/2016,18,1,5,5,5,5,5,4,5

414,D,1/15/2016,14,1,4,5,4,5,5,4,4

415,D,1/15/2016,18,1,6,6,6,6,6,6,6

416,D,1/15/2016,16,1,4,6,4,4,4,4,4

417,D,1/15/2016,14,1,,,,,,,

101,A,1/18/2016,14,,,,,,,,

102,A,1/18/2016,18,,,,,,,,

103,A,1/18/2016,14,,,,,,,,

104,A,1/18/2016,16,,,,,,,,

105,A,1/18/2016,14,,,,,,,,

106,A,1/18/2016,16,,,,,,,,

107,A,1/18/2016,15,,,,,,,,

108,A,1/18/2016,12,,,,,,,,

109,A,1/18/2016,16,,,,,,,,

110,A,1/18/2016,16,,,,,,,,

111,A,1/18/2016,10,,,,,,,,

112,A,1/18/2016,16,,,,,,,,

113,A,1/18/2016,14,,,,,,,,

114,A,1/18/2016,14,,,,,,,,

115,A,1/18/2016,16,,,,,,,,

116,A,1/18/2016,13,,,,,,,,

117,A,1/18/2016,18,,,,,,,,

118,A,1/18/2016,14,,,,,,,,

119,A,1/18/2016,16,,,,,,,,

120,A,1/18/2016,14,,,,,,,,

121,A,1/18/2016,16,,,,,,,,

201,B,1/18/2016,14,1,7,6,5,6,6,7,6

202,B,1/18/2016,14,1,,,,,,,

203,B,1/18/2016,12,1,,,,,,,

204,B,1/18/2016,16,1,7,6,5,6,5,7,6

205,B,1/18/2016,9,1,7,6,5,5,6,7,6

206,B,1/18/2016,12,1,,,,,,,

207,B,1/18/2016,12,1,4,3,4,5,4,3,2

208,B,1/18/2016,11,1,4,3,3,2,3,4,3

209,B,1/18/2016,12,1,,,,,,,

210,B,1/18/2016,9,1,,,,,,,

211,B,1/18/2016,13,1,,,,,,,

212,B,1/18/2016,9,1,6,5,4,3,4,3,3

213,B,1/18/2016,10,1,6,5,5,3,3,5,4

214,B,1/18/2016,12,1,1,1,1,1,1,1,1

215,B,1/18/2016,10,1,3,3,2,4,2,2,2

216,B,1/18/2016,12,1,,,,,,,

217,B,1/18/2016,12,1,,,,,,,

302,B,1/18/2016,15,1,5,4,5,5,5,4,3

218,B,1/18/2016,14,1,6,6,5,5,5,5,6

301,C,1/18/2016,15,1,7,7,6,6,6,5,7

303,C,1/18/2016,15,1,,,,,,,

304,C,1/18/2016,17,1,,,,,,,

305,C,1/18/2016,15,1,7,5,6,6,5,5,6

306,C,1/18/2016,17,1,6,6,5,5,6,5,5

307,C,1/18/2016,15,1,6,5,5,5,5,4,5

308,C,1/18/2016,15,1,,,,,,,

309,C,1/18/2016,14,1,6,5,5,4,5,5,5

310,C,1/18/2016,15,1,6,5,5,5,5,5,5

311,C,1/18/2016,14,1,6,5,5,5,4,4,5

312,C,1/18/2016,15,1,6,6,5,6,5,5,6

313,C,1/18/2016,17,1,6,5,5,5,5,5,6

314,C,1/18/2016,15,1,,,,,,,

315,C,1/18/2016,17,1,7,6,5,5,6,5,7

401,D,1/18/2016,14,1,7,5,5,5,6,6,7

402,D,1/18/2016,16,1,6,5,6,6,5,4,4

403,D,1/18/2016,13,1,6,5,5,3,4,4,3

404,D,1/18/2016,12,1,5,4,5,5,5,5,3

405,D,1/18/2016,15,1,,,,,,,

406,D,1/18/2016,15,1,5,5,6,4,5,6,3

407,D,1/18/2016,14,1,6,5,5,5,5,4,4

408,D,1/18/2016,18,1,5,4,5,5,4,4,3

409,D,1/18/2016,15,1,5,4,5,4,4,4,3

410,D,1/18/2016,15,1,5,4,5,5,5,4,4

411,D,1/18/2016,9,1,5,,,,,,

412,D,1/18/2016,17,1,5,4,4,5,4,4,3

413,D,1/18/2016,18,1,5,4,5,4,4,4,3

414,D,1/18/2016,14,1,5,4,5,5,5,5,3

415,D,1/18/2016,18,1,5,4,5,5,5,5,4

416,D,1/18/2016,16,1,,,,,,,

417,D,1/18/2016,14,1,,,,,,,

101,A,1/20/2016,14,,,,,,,,

102,A,1/20/2016,18,,,,,,,,

103,A,1/20/2016,14,,,,,,,,

104,A,1/20/2016,16,,,,,,,,

105,A,1/20/2016,14,,,,,,,,

106,A,1/20/2016,16,,,,,,,,

107,A,1/20/2016,15,,,,,,,,

108,A,1/20/2016,12,,,,,,,,

109,A,1/20/2016,16,,,,,,,,

110,A,1/20/2016,16,,,,,,,,

111,A,1/20/2016,10,,,,,,,,

112,A,1/20/2016,16,,,,,,,,

113,A,1/20/2016,14,,,,,,,,

114,A,1/20/2016,14,,,,,,,,

115,A,1/20/2016,16,,,,,,,,

116,A,1/20/2016,13,,,,,,,,

117,A,1/20/2016,18,,,,,,,,

118,A,1/20/2016,14,,,,,,,,

119,A,1/20/2016,16,,,,,,,,

